Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67,Country Name
Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334631553134092,0.329164537158682,0.323164125849566,0.314527181145175,0.324692246145894,0.330259844850655,0.331514236065371,0.322741874604555,0.3255380986512,0.324080873605679,0.320611574356079,0.318312152656928,0.324318247249367,0.326970387106825,0.330786243561341,0.334532815558293,0.335091584253906,0.340167024388282,0.341274616363064,0.340492260222061,0.346931226699507,0.348934316771324,0.346906772789361,0.347293422253862,0.347620759125712,0.346985071812676,0.348106770347232,0.350004434026746,0.346187753179527,0.346474607566207,0.350887265604653,0.0,0.0,0.0,Economic LMY
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.7737215854706,3.7642324161013,3.7672276637729,3.77010497147466,3.77574210956493,3.79201357282214,3.81458275890029,3.84112099884506,3.87177961802675,3.90215960309016,3.93072372560105,3.96231163436625,3.99985879710004,4.04214799349244,4.0924179906786,4.14606452615805,4.19909991681666,4.25302793762528,4.30853195472443,4.36177272558376,4.39982703346562,4.41831553585574,4.42614770436819,4.43571964064899,4.4510484931402,4.46888990882234,4.4913164709847,4.51882975936741,4.55481483488431,4.60361179812953,4.65667713966153,4.71438667056695,4.78161604545465,4.85884046370921,4.93603895231407,5.01143670356805,5.08546729082958,5.15937106392197,5.23747967425299,5.31485840396345,5.39343674688013,5.47706150897331,5.56613958734397,5.65507511504444,5.73530487888766,5.80875833723858,5.87889309525794,5.93679082941147,5.97943898060024,6.02056998485303,6.07057669332322,6.14207242331524,6.2366847595837,6.34805769592213,6.48498626601121,6.65346804577608,6.83700590003146,7.03833721716826,7.25573314820436,7.47938290569524,7.69713678773075,0.0,0.0,0.0,Economic LMY
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.8168373488744,66.7130249869503,66.7078676388404,66.6074345636131,66.7259258781469,66.7347636297364,66.6867312616754,66.6275538251347,66.6928129577488,66.7298397361595,66.6876200166853,66.6096490490927,66.5941333745457,66.6064768863258,66.5263034379625,66.6244973478381,66.3951344359243,66.3241793705982,65.9689299645837,65.7825669618579,65.4152482563422,65.3166347574474,65.2097304218807,65.0353954357534,64.9441089843502,64.9642041371634,64.964445424059,65.0233401553667,65.0120332273897,65.6740800135232,64.9223389479207,65.7031358224533,65.53974346776,0.0,Economic LMY
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4471510374049,24.468472176749,24.6466441451524,25.7006795568271,26.4486313857615,26.4365957655349,25.5768922505709,25.1936297291513,25.5692365363665,24.82927532577,24.1233666124298,23.8214814682778,23.1354931745909,22.0678467946387,22.6372580812548,22.6191558256671,22.2129804664825,21.5156010818192,21.8696938638636,22.1030055740508,22.4270538097136,21.6219867190171,22.6231982643175,22.9463867334061,23.47973185643,23.9117873463394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Economic LMY
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6677430857681,27.7856435125818,28.5212078998557,28.845124123915,29.6855724857192,29.3874014430459,30.0091459712288,29.8879564448616,30.0659060494309,30.2438945363139,29.8010630983705,29.360038357247,29.0355253841293,28.0136605205644,26.5458569880344,25.454481830707,24.7552740854889,23.8442459853359,23.4360628220584,23.3947882355736,22.4797415300396,21.7139480149368,21.5797884712417,21.7014524014639,21.6952095409734,21.7370768267671,21.9906699713314,22.0005487705585,22.058153009712,22.5080847995695,23.4628133439885,0.0,0.0,0.0,Economic LMY
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9511804504472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Economic LMY
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10408592029379,7.43171488094083,11.1939371006141,7.43170600366939,7.02363913106069,5.0727906969602,7.20772396072791,6.34957570178549,6.61839527308187,0.0,0.0,0.0,8.93287032660425,8.46157512881829,15.2794978067317,19.213486445959,17.2310228225608,15.7499083116753,15.6089681136781,11.5640586716523,8.17925139018778,7.2330098901479,7.50074568888585,9.54310717117716,8.79934406098477,9.23526895614073,8.68727663759361,8.56747995212978,8.83409056061851,6.38684240077868,6.46347385142268,12.6236848738218,8.78347257639894,8.52866296766781,8.10212086699828,6.92299551285008,7.33104269451269,6.76497428251815,6.12830983603878,5.59341416770375,6.35241302312348,0.0,0.0,0.0,Governance LIC
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LIC
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62646551448094,0.599313227666753,0.534052135742904,0.491581987464994,0.468643022111583,0.44914884093152,0.420962497844693,0.407171113560418,0.392907409957995,0.401900739597684,0.410214093695481,0.413610087486726,0.398616685234902,0.404331891614331,0.40665733605952,0.436296834955932,0.443459198921625,0.420897293759812,0.437424208980335,0.395185577781438,0.384135322612114,0.346183893798546,0.315319966610681,0.280144623670182,0.282727022826767,0.24847082060284,0.249647648378528,0.291585253132772,0.290268282815497,0.294710864333515,0.269341050173669,0.0,0.0,0.0,Governance LIC
"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42933200264369,3.57590074098072,5.26641894582896,4.47727691160177,-0.895742063963633,-2.40994417492272,-0.272018972558313,0.327861840589581,3.7344830724461,2.83805482049599,2.93290927887324,4.58490810123045,6.50209444662015,7.05919740763058,6.39849217052042,5.85331896696853,2.78938337060164,-4.24559640538279,-8.80638777825087,-10.4932377247064,-14.9311608471702,-15.6847211165888,-19.9951867658899,-27.8720873798469,-28.6538263645691,-27.6788501571223,-27.7421685189995,-27.2359819432101,-29.097803403378,-33.7451531536294,-34.1908875982869,-36.2091000417903,-34.6057754036161,-27.6129044417858,-23.1231964664829,-20.3542175954889,-22.2496830955175,-18.3667450122529,-19.1073897351861,-24.1934568444998,-27.4059099940907,-12.8854227778739,-15.3790654194007,-10.9927371327795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LIC
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73967542970434,9.61346025678573,9.09134560416258,8.89942094802811,8.58908850013614,8.34505220275866,8.12218468219038,7.6664394726765,7.47611756615878,7.56038555361192,7.20640890547643,7.40517850945495,7.66380979329104,7.80800597695869,7.62103167052543,7.43571063240669,7.31640429230785,7.19525408410064,7.2680062966202,7.1408471022259,7.30938869427201,0.0,0.0,0.0,Governance LIC
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LIC
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5321592228823,41.4842986790463,42.0024456976049,42.4221576869854,42.2860983172387,43.3064469906191,44.1745222002541,45.1438610669854,46.8438197564121,47.1717968515231,47.5920574821828,48.535868950596,49.1809955385334,49.6771466287726,49.3665172600883,48.6496581522319,47.9660464638673,48.1517935108435,47.3996097577667,46.9017711580143,46.1507563916225,42.8461933666668,40.5784320488849,38.7421052975172,38.041156152596,36.4940216373631,36.4588277994362,36.3498682622938,37.4116481546993,37.0171384084282,37.0072604685629,36.5625950937336,36.6524652537755,36.9972870055988,38.8412125597877,39.3480858693807,38.1443526042323,39.0922367498931,35.4812389197601,34.3912537239481,20.4729912358591,20.0139239688991,26.0247619227515,23.0152275036016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LIC
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82332854165936,1.94723897876237,-1.25011929498507,-0.0286343859192613,3.17218777681194,6.0989713802449,3.36078598970889,1.60588834217137,-1.91260155378801,1.89878139630082,1.09440921830681,1.57106393127296,1.89186744323754,5.2043576468765,5.74826750216637,7.10978126025272,3.86597500835602,2.4895569833089,3.31173171822832,4.88390469725704,4.34074477331285,4.98831959205417,6.01176651850197,6.48534449716553,5.97278729273323,6.0852826751597,5.35166905632911,3.46284598898963,6.69913198581136,0.351034649001306,-4.57057929192243,3.29887129194091,4.3914371814914,-0.390631298866964,2.12949190211447,2.78645273633754,3.00292969807583,3.81860775973237,0.0189541904266974,1.77617820321348,3.50056585114842,0.0,Governance LIC
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LIC
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4339437859224,70.5377639827536,70.5158690555269,70.3647581545307,70.2330911351737,70.2913794257348,70.3348512839004,70.347712977115,70.3414988095793,70.3256065217784,70.2993915141658,70.2126081398972,70.0890890023797,69.9488793392944,69.876513184417,69.7662195077565,69.4317192366383,69.0651204330083,68.7828469110946,68.5220326208512,68.2803137398603,68.0723322973151,67.8028272872483,67.722812934828,67.6172093722591,67.6339379135885,67.5672107186871,67.4863065189869,67.2760550033683,67.1918157846519,66.2064419414637,67.9891631662494,0.0,0.0,Governance LIC
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.6048812866211,46.027889251709,46.5043601989746,46.6194000244141,46.7508087158203,46.9527282714844,47.3746681213379,47.5284385681152,47.8618011474609,48.5600395202637,49.2202110290527,49.9549903869629,50.2436790466309,51.0180206298828,51.6306114196777,52.0861282348633,53.5914688110352,52.84326171875,51.0203590393066,52.3019485473633,52.734058380127,53.2256202697754,54.1754188537598,56.1179885864258,56.5897483825684,57.5801315307617,57.9921493530273,58.5527610778809,59.2677116394043,60.3202095031738,60.1058616638184,60.6545181274414,60.8543090820313,0.0,0.0,0.0,Governance LIC
Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991485960589825,1.00271232811514,1.00766112541709,0.999793000333073,1.00360151999165,0.98980052180886,0.982314546568926,0.976556394970624,0.988903251426931,0.974464171928845,0.963618227446009,0.937882119047594,0.962857864613912,0.971620352313661,0.941947246642124,0.951787248016919,0.929034958259606,0.928378561155947,0.927060930377409,0.91447374755845,0.913816419730257,0.88636913855323,0.820241463788733,0.804504100966698,0.796554978667904,0.781232095266358,0.774952060876621,0.767120033258644,0.766709106809346,0.762089185186532,0.768946258297327,0.0,0.0,0.0,Governance LIC
Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501222174578983,0.498625251011453,0.494956061758419,0.482385358007616,0.480687018154874,0.468079168982275,0.467204356924932,0.459780824711081,0.473332900562601,0.457683297720713,0.45309128584209,0.421702727329962,0.437271154162486,0.446426150079262,0.439960279389257,0.449453435045459,0.430954791976554,0.435563549022281,0.435311517367797,0.423381872592708,0.420848457065994,0.410929007762721,0.410827594093959,0.406894806024785,0.403762448790589,0.401359324905035,0.404859372776494,0.394302355646228,0.392697280766957,0.385070361469579,0.392485792381594,0.0,0.0,0.0,Governance LIC
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.01911447182813,3.00854926771413,2.99699555076402,2.98475733085695,2.97411552649126,2.96551121098234,2.95822082727564,2.95318671872504,2.95063436697288,2.94916510407422,2.94761405554555,2.9470688293688,2.94672067336528,2.94704083147025,2.94842308938513,2.94947442902838,2.95216482048192,2.95479974544583,2.95634674470769,2.95838953296763,2.96123647743973,2.96518821459087,2.96745683793092,2.96468988126301,2.9607121220616,2.95996446782805,2.96230653397656,2.97216047222331,2.97673675348978,2.97371025873906,2.97443908491704,2.97605242316941,2.97221936971612,2.96370171958683,2.95566132413495,2.94692401134291,2.9390858540981,2.93653287505697,2.93809319120662,2.94363578176188,2.95569513990551,2.96985719323561,2.98156322406251,2.99208763507083,3.00261156515301,3.01163161914296,3.01835488512513,3.02292032863849,3.02591161597379,3.03002154473297,3.03762249875562,3.04906154761252,3.06236501431374,3.07451456673013,3.08516286678558,3.09925454004827,3.10999793623687,3.11713851690254,3.13091415671257,3.1507944852212,3.16541823034424,0.0,0.0,0.0,Governance LIC
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9270995336443,78.0022463236358,78.0008894948019,77.8713527491135,77.9999686705148,78.3946294557264,78.3753190016878,78.3475826747987,78.316221455446,78.4120803454058,78.5559934766484,78.6219934269172,78.6332057070628,78.6325234345043,78.6596358234684,78.6694971534278,78.2850906322658,78.0450451523656,77.8334024890212,77.6541761910007,77.4952345228455,77.3873737086039,77.2850994075593,77.5227961701681,77.8387039283564,78.1312790019481,78.274429101921,78.4348298985611,78.5604534495433,78.7518211645017,78.3870004579554,80.9273821132038,81.1725288713506,0.0,Governance LIC
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2046528593505,59.2992884407703,57.9087409509881,59.4781128668884,56.8805579307964,56.5466872410812,53.457821172245,51.3319535060755,54.7551861020818,53.431742560557,53.1109835465586,53.5459831581634,52.641173226919,51.4637081226541,52.7182050250972,52.4691091643103,50.9882196974031,51.2788139323193,48.6174433864574,48.8407314957568,50.8451641153147,55.3239123869817,58.3444288481937,64.9411537500947,66.0567336505688,65.7620086927183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LIC
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2865299528831,68.1721580505888,70.3292274736794,72.0198093166991,73.9654290810143,75.10247137192,76.8326070073644,76.9446251193357,77.8574336205956,77.2640972410203,77.0500829279307,77.0563489421438,77.6716796859666,77.7999368600683,77.9495940262002,77.5473251021464,77.1733716647357,77.948853713323,77.008538284632,78.7646950860488,78.4782308235255,79.682928891099,78.9320079526038,80.3542276779419,79.790658822124,80.3092415478135,79.6505067336225,76.5771489470773,76.6476832094939,75.7840521881432,76.9879764103844,0.0,0.0,0.0,Governance LIC
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5216424825911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7493887633147,0.0,0.0,0.0,0.0,Governance LIC
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53008644477213,1.94252219933264,2.26036617146416,3.2232223276132,9.52974609456501,7.49585800354458,8.23268174642403,8.25978294612485,7.09164274876567,9.48477839539651,6.5724876028888,3.72494956272014,3.62956474056831,3.95239981579499,4.23081060975574,4.31466744532062,2.17420849159282,3.26114024761289,2.63521030578555,4.09894678162662,5.10077503304053,3.19742675637707,3.28547177292289,3.6033540947733,3.19276275504161,3.2797702838353,3.57789075013059,3.08682836979057,1.96712634828706,2.53903728321933,4.27378250445194,3.38962291557506,3.19832630896349,3.4757623583644,4.09990565919549,5.37569116978721,5.68615407677814,5.3243100346757,6.60967634959824,3.71822875598517,4.5393920981901,5.61684520877975,4.7264920433585,4.17626859925633,3.53443502180254,1.91105968005204,1.61080056213101,2.0298073828471,2.64495722110171,2.07176873566838,1.61764590505458,0.0,0.0,0.0,Governance LMC
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LMC
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14023272422288,1.14200704195453,1.1030790011969,1.06349178466007,1.02768384544642,1.04506650787571,1.04045057277548,1.05404545482491,1.0437732027479,1.07744430063067,1.08853276001671,1.09671455977809,1.10755104717156,1.12907478007724,1.16486429014087,1.19084962913078,1.23061194016198,1.29068695427179,1.31975369359046,1.35022737696168,1.39622383064472,1.43667436028841,1.48615454843552,1.50823505659197,1.56824801274432,1.55554812530617,1.58310486332854,1.62419852434549,1.6832212386899,1.66576844391655,1.54611702210388,0.0,0.0,0.0,Governance LMC
"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.8502576804388,-110.472332217605,-120.772632510513,-118.960252422598,-99.8191546592357,-107.400678422479,-101.479761909768,-93.5597532120078,-70.9418916294967,-47.6873016929762,-39.1581800773062,-40.5804325734739,-43.6165769387137,-44.9023547045865,-41.6674319212427,-36.9768376037372,-39.1256228487916,-40.4219827636735,-42.4426931569344,-18.9457206821627,-18.5772981354703,-21.9208476586913,-22.8148224056038,-24.8705203001472,-23.4330926501259,-24.5706858200069,-24.5277225038681,-24.1749218904515,-21.6034437246262,-22.2509487288492,-20.4907849841901,-19.1802166785022,-22.4567066412599,-22.242518358734,-24.0894090214358,-25.1814062854052,-24.2195610028401,-22.0219363671632,-19.9737197130319,-19.2739590179315,-20.1445255562502,-15.1064085657576,-14.4670804301251,-11.6187665879293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LMC
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.413973878014,6.31640839643045,6.20231486264332,5.98418646941893,5.87960035408577,5.78032620495167,5.59615716940385,5.47860737604771,5.46265449300934,5.38010016154482,5.31449630190623,5.24327602741354,5.2068005372182,5.05548141033139,5.03295516080635,4.8260519141817,4.69278100929754,4.65037144467561,4.62251992670046,4.50248624769248,4.50382437847406,0.0,0.0,0.0,Governance LMC
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.489190121624,304.844951184172,312.352879564389,317.931202269939,322.630603596198,329.70481914814,334.794014945932,334.642438683128,344.636994837817,347.498206502588,355.855307578395,366.376296668643,364.344149622359,368.931911158089,379.666847816245,382.205842714271,386.803188864654,392.802576269004,403.341572241527,562.422761771644,566.924217676492,550.04171388655,538.10603369996,524.872048724401,529.800011616503,524.202157972178,530.934659394738,531.063369049027,546.135577212971,541.893008355898,545.579025025147,552.0724295617,560.033897824728,574.975339545412,588.776343902439,598.522333307289,614.939258474683,627.767569693089,636.89367505906,654.172519883014,664.597247520643,681.111810400899,677.527451094082,687.040997309657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LMC
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2715510693812,35.6693903662353,37.1328977261884,38.3258810093418,39.1046777370163,40.2842850153386,41.7499946902027,41.8261797440065,43.4492641027781,43.9247180692963,45.4790127890718,47.1519721513215,46.979177356185,47.7717741014718,49.363241977857,50.3561260438278,51.3940015567982,51.9970071967711,53.3951594085132,64.7429436475241,64.5274947346227,63.7379356708974,63.5765134314595,62.9340642535998,64.5076262382298,64.192492997557,64.6893188865782,64.5115045145501,65.5358317364951,65.2249667803538,65.475339426592,65.9589195302512,66.1997830151008,66.8378625255851,67.291229473547,67.5027755801107,68.015401124307,68.6050342213702,69.0989273893291,69.5700055833085,69.2727518822902,69.6053071125136,69.4292339659723,69.9633240422911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LMC
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0,3.20410564251759,3.2216791326431,7.40019928897672,6.93558028068999,4.10003641269361,2.41781626426476,3.33229547345064,5.82300714663604,9.399792324375,8.97557133861733,5.82557700850374,5.27163304534,5.16855563184835,5.20351202785479,2.69049169048398,8.51887857893622,3.79270993485474,0.253073246513935,-0.787291138584422,0.321247023823588,1.04976986626039,5.0975734747246,3.74413122693645,1.29574295091646,3.67349966458241,1.7947780290483,2.84525849085375,4.58221857728138,3.91321010253674,4.6035637478125,2.03953223466209,2.44108401000464,0.614702115233513,1.61859629689829,4.00760704257218,5.66475053334621,3.36018962194471,4.09032846392037,4.78553571042384,4.41896347525559,4.26388641330865,4.97216226698735,6.37000862961696,6.78921661404712,6.15435800526576,6.61803479598606,6.9867901146049,4.01663095819129,4.67700948875564,6.64485909007739,4.5679182150098,4.23866857572503,4.89174879313306,5.66589766428783,5.00234438800244,5.77366596166313,5.11290899183766,4.75448756763248,3.53792389695316,-3.06253435803046,5.99255483361121,5.07867060610259,0.0,Governance LMC
